Recipe:
1-Pot, 3-Bean Chicken Stew Recipe - Allrecipes.com
8.97,ounce,zucchini
17.94,ounce,garbanzo bean
17.94,ounce,roma tomato
13.46,ounce,white wine
3.36,ounce,butter
0.37,ounce,garlic
0.37,ounce,basil
0.56,ounce,bay leaf
8.97,ounce,half-and-half
8.97,ounce,monterey
8.97,ounce,cheese

Recipe:
Aunt Wanda's Turkey Carcass Soup Recipe - Allrecipes.com
5.63,ounce,turkey
16.9,ounce,carrot
21.13,ounce,green bean
11.27,ounce,celery
11.27,ounce,spinach
11.27,ounce,cabbage
22.54,ounce,rice

Recipe:
Aunt Wanda's Turkey Carcass Soup Recipe - Allrecipes.com
5.63,ounce,turkey
16.9,ounce,carrot
21.13,ounce,green bean
11.27,ounce,celery
11.27,ounce,spinach
11.27,ounce,cabbage
22.54,ounce,rice

Recipe:
Auntie Anita's Lobster Stew Recipe - Allrecipes.com
80.0,ounce,lobster
10.0,ounce,butter
10.0,ounce,milk

Recipe:
Aush (Afghani Chili) Recipe - Allrecipes.com
15.92,ounce,ground beef
3.98,ounce,white onion
27.86,ounce,diced tomato
0.5,ounce,garlic
0.17,ounce,red pepper
0.75,ounce,cumin
0.33,ounce,chili powder
0.75,ounce,mint
1.0,ounce,masala
14.93,ounce,garbanzo bean
9.95,ounce,spinach
15.92,ounce,fettuccine
7.96,ounce,sour cream

Recipe:
Authentic Cincinnati Chili Recipe - Allrecipes.com
22.65,ounce,ground beef
22.65,ounce,water
5.66,ounce,white onion
10.62,ounce,tomato puree
0.71,ounce,vinegar
0.24,ounce,worcestershire
5.66,ounce,garlic
1.42,ounce,baking chocolate
1.42,ounce,chili powder
0.18,ounce,salt
0.12,ounce,cumin
0.12,ounce,cinnamon
0.06,ounce,cayenne pepper
14.16,ounce,clove
14.16,ounce,allspice
0.18,ounce,bay leaf

Recipe:
Authentic Pepper Pot Soup Recipe - Allrecipes.com
11.62,ounce,tripe
3.63,ounce,bacon
2.91,ounce,white onion
2.91,ounce,celery
8.72,ounce,leek
5.81,ounce,fresh parsley
5.81,ounce,red bell pepper
46.49,ounce,stock
0.03,ounce,thyme
0.06,ounce,marjoram
0.06,ounce,clove
0.03,ounce,red pepper
0.18,ounce,bay leaf
0.12,ounce,pepper
2.91,ounce,potato
5.81,ounce,carrot
1.45,ounce,butter
1.45,ounce,flour

Recipe:
Authentic Thai Coconut Soup Recipe - Allrecipes.com
17.1,ounce,shrimp
28.85,ounce,coconut milk
17.1,ounce,water
4.27,ounce,galangal
8.55,ounce,lemon grass
0.27,ounce,lime
17.1,ounce,shiitake mushroom
2.14,ounce,lime juice
1.6,ounce,soy sauce
2.14,ounce,brown sugar
0.18,ounce,curry powder
0.53,ounce,green onion
0.18,ounce,red pepper

Recipe:
Autumn Beef Stew Recipe - Allrecipes.com
42.98,ounce,potato
14.33,ounce,carrot
3.58,ounce,white onion
28.65,ounce,ground beef
2.39,ounce,butter
0.45,ounce,flour
7.16,ounce,water
0.15,ounce,salt
0.15,ounce,fresh parsley
0.07,ounce,celery
0.07,ounce,thyme
0.02,ounce,pepper

Recipe:
Autumn Lentil Soup Recipe - Allrecipes.com
6.31,ounce,olive oil
27.35,ounce,white onion
16.83,ounce,garlic
8.42,ounce,white wine
33.66,ounce,lentil
4.21,ounce,chicken broth
1.4,ounce,italian seasoning
0.7,ounce,fresh parsley
0.7,ounce,garlic powder
0.42,ounce,pepper

Recipe:
Avgolemono Recipe - Allrecipes.com
73.11,ounce,chicken broth
5.22,ounce,fettuccine
15.67,ounce,egg
5.22,ounce,lemon
0.65,ounce,water
0.13,ounce,salt and pepper

Recipe:
Avocado and Bacon Soup Recipe - Allrecipes.com
11.1,ounce,bacon
5.55,ounce,white onion
5.55,ounce,celery
44.38,ounce,chicken broth
11.1,ounce,avocado
5.55,ounce,white wine
5.55,ounce,lime
11.1,ounce,half-and-half
0.14,ounce,salt and pepper

Recipe:
Avocado and Cilantro Soup Recipe - Allrecipes.com
30.61,ounce,avocado
7.65,ounce,shallot
53.57,ounce,chicken broth
1.91,ounce,tomato paste
0.32,ounce,chile sauce
0.96,ounce,lime juice
0.96,ounce,beer
1.91,ounce,coriander
0.19,ounce,salt and pepper
1.91,ounce,sour cream

Recipe:
Avocado Frappe Recipe - Allrecipes.com
24.4,ounce,avocado
1.52,ounce,orange zest
0.06,ounce,ginger
0.51,ounce,salt
0.3,ounce,pepper
73.2,ounce,milk

Recipe:
Avocado Shrimp Bisque Recipe - Allrecipes.com
23.51,ounce,avocado
28.41,ounce,chicken broth
31.35,ounce,milk
0.33,ounce,lemon juice
0.65,ounce,white onion
15.67,ounce,shrimp
0.04,ounce,salt
0.04,ounce,pepper

Recipe:
Avocado Soup Recipe - Allrecipes.com
21.54,ounce,avocado
1.35,ounce,shallot
1.35,ounce,olive oil
43.08,ounce,chicken broth
21.54,ounce,half-and-half
0.27,ounce,salt and pepper
0.11,ounce,nutmeg
10.77,ounce,roma tomato

Recipe:
Avocado Soup with Chicken and Lime Recipe - Allrecipes.com
51.93,ounce,julienne
0.41,ounce,olive oil
2.16,ounce,white onion
8.66,ounce,garlic
8.66,ounce,jalapeno
4.33,ounce,chicken breast
17.31,ounce,chicken broth
1.08,ounce,lime juice
2.16,ounce,roma tomato
0.05,ounce,salt and pepper
2.16,ounce,avocado
1.08,ounce,coriander

Recipe:
Awadi Dahi Machili (Meat in Yogurt Gravy) Recipe - Allrecipes.com
5.06,ounce,ginger
0.42,ounce,garlic
0.84,ounce,turmeric
1.26,ounce,chili powder
20.24,ounce,coriander
3.37,ounce,corn oil
0.07,ounce,fenugreek seeds
26.99,ounce,yogurt
0.84,ounce,green chile
0.42,ounce,salt
40.48,ounce,chicken breast

Recipe:
Award Winning Chili Recipe - Allrecipes.com
16.54,ounce,stewed tomato
6.84,ounce,tomato paste
4.56,ounce,carrot
4.56,ounce,white onion
4.56,ounce,celery
2.28,ounce,white wine
0.11,ounce,red pepper
4.56,ounce,red bell pepper
3.04,ounce,steak sauce
5.7,ounce,bacon
27.37,ounce,ground beef
1.43,ounce,italian seasoning
0.19,ounce,cumin
17.11,ounce,red kidney bean
0.57,ounce,coriander
0.57,ounce,fresh parsley

Recipe:
Award Winning Chili Con Carne Recipe - Allrecipes.com
1.57,ounce,vegetable oil
3.14,ounce,red bell pepper
3.14,ounce,yellow onion
31.43,ounce,ground beef
0.13,ounce,beef bouillon
4.19,ounce,red wine
25.14,ounce,roma tomato
1.57,ounce,garlic
9.43,ounce,tomato paste
0.2,ounce,paprika
0.33,ounce,chili powder
0.13,ounce,cayenne pepper
0.33,ounce,basil
0.07,ounce,oregano
0.79,ounce,fresh parsley
0.07,ounce,pepper
0.13,ounce,salt
0.94,ounce,chile sauce
11.78,ounce,red kidney bean
1.18,ounce,flour
1.18,ounce,fresh corn
3.14,ounce,water

Recipe:
Awesome Chicken Noodle Soup Recipe - Allrecipes.com
2.56,ounce,water
40.96,ounce,chicken
2.56,ounce,white onion
0.16,ounce,bay leaf
25.6,ounce,pepper
0.32,ounce,celery
20.48,ounce,carrot
0.96,ounce,lemon grass
1.28,ounce,chicken bouillon
5.12,ounce,egg noodles

Recipe:
Awesome Crab Soup Recipe - Allrecipes.com
8.18,ounce,butter
5.45,ounce,flour
0.34,ounce,italian seasoning
1.02,ounce,worcestershire
29.65,ounce,chicken broth
16.36,ounce,white wine
16.36,ounce,half-and-half
5.11,ounce,kitchen bouquet
16.36,ounce,crab meat
0.82,ounce,chile sauce
0.17,ounce,salt
0.17,ounce,pepper

Recipe:
Awesome Turkey Giblet Stock Recipe - Allrecipes.com
5.68,ounce,giblet
68.17,ounce,water
2.84,ounce,celery
5.68,ounce,carrot
5.68,ounce,white onion
11.36,ounce,tangerine
0.36,ounce,bay leaf
0.24,ounce,pepper

Recipe:
Azteca Soup Recipe - Allrecipes.com
1.35,ounce,tortilla
16.22,ounce,vegetable oil
43.24,ounce,chicken broth
10.81,ounce,coriander
10.81,ounce,roma tomato
5.41,ounce,white onion
0.68,ounce,chipotle chili pepper
0.68,ounce,salt
10.81,ounce,avocado

Recipe:
Baby Doe's Cheese Soup with Beer Recipe - Allrecipes.com
71.11,ounce,milk
0.83,ounce,chicken bouillon
0.56,ounce,worcestershire
0.56,ounce,pepper
0.28,ounce,salt
3.33,ounce,cornstarch
4.44,ounce,water
1.11,ounce,beer
17.78,ounce,cheese

Recipe:
Bacalao a la Vizcaina (Basque Style Codfish Stew) Recipe - Allrecipes.com
17.66,ounce,salt
17.66,ounce,potato
8.83,ounce,white onion
17.66,ounce,egg
0.37,ounce,caper
2.21,ounce,garlic
2.21,ounce,black olive
4.42,ounce,red bell pepper
4.42,ounce,raisin
0.28,ounce,bay leaf
8.83,ounce,tomato puree
4.42,ounce,olive oil
8.83,ounce,water
2.21,ounce,white wine

Recipe:
Bachelor's Creamy Pumpkin Soup Recipe - Allrecipes.com
20.2,ounce,potato
18.79,ounce,water
28.18,ounce,pumpkin puree
1.88,ounce,butter
15.22,ounce,half-and-half
0.31,ounce,salt
0.08,ounce,pepper
0.16,ounce,garlic powder
0.16,ounce,ginger
15.03,ounce,crouton

Recipe:
Bachelor's Stew Recipe - Allrecipes.com
37.71,ounce,ground beef
3.14,ounce,bread crumb
0.2,ounce,salt
0.02,ounce,pepper
4.71,ounce,yellow onion
1.18,ounce,carrot
9.43,ounce,celery
0.2,ounce,basil
3.14,ounce,tapioca
5.3,ounce,mushroom
0.2,ounce,soy sauce
25.34,ounce,tomato soup
9.43,ounce,chicken broth

Recipe:
Bacon and Potato Soup Recipe - Allrecipes.com
1.26,ounce,bacon
0.32,ounce,olive oil
5.04,ounce,white onion
5.04,ounce,carrot
2.52,ounce,celery
40.33,ounce,chicken broth
40.33,ounce,potato
0.03,ounce,cayenne pepper
5.04,ounce,cheddar cheese
0.11,ounce,salt

Recipe:
Bacon Chicken and Dumplings Recipe - Allrecipes.com
2.53,ounce,bacon
10.13,ounce,potato
3.38,ounce,white onion
13.5,ounce,chicken breast
20.25,ounce,chicken broth
0.14,ounce,italian seasoning
0.08,ounce,salt and pepper
12.87,ounce,fresh corn
20.25,ounce,half-and-half
10.13,ounce,biscuit
6.75,ounce,milk

Recipe:
Bacon Corn Chowder Recipe - Allrecipes.com
2.0,ounce,bacon
12.01,ounce,celery
8.0,ounce,white onion
16.01,ounce,potato
16.01,ounce,water
29.51,ounce,cream-style corn
16.01,ounce,milk
0.33,ounce,salt
0.08,ounce,garlic powder
0.04,ounce,pepper

Recipe:
Bacon Corn Soup Recipe - Allrecipes.com
1.15,ounce,bacon
9.17,ounce,white onion
18.33,ounce,water
13.75,ounce,potato
0.19,ounce,chicken bouillon
2.29,ounce,flour
18.33,ounce,milk
9.17,ounce,half-and-half
18.33,ounce,fresh corn
9.17,ounce,cheese
0.11,ounce,salt and pepper

Recipe:
Bacon Tomato Chowder Recipe - Allrecipes.com
3.23,ounce,bacon
6.47,ounce,butter
6.47,ounce,flour
0.32,ounce,nutmeg
46.88,ounce,chicken broth
19.4,ounce,diced tomato
17.24,ounce,half-and-half

Recipe:
Baked Beef Stew Recipe - Allrecipes.com
15.65,ounce,diced tomato
8.63,ounce,water
1.62,ounce,tapioca
0.36,ounce,white sugar
0.27,ounce,salt
0.09,ounce,pepper
34.53,ounce,ground beef
17.27,ounce,carrot
12.95,ounce,potato
3.24,ounce,celery
4.32,ounce,white onion
1.08,ounce,french bread

Recipe:
Baked Beef Stew Recipe - Allrecipes.com
34.74,ounce,ground beef
15.74,ounce,diced tomato
8.68,ounce,water
1.63,ounce,tapioca
0.54,ounce,beef bouillon
0.36,ounce,white sugar
0.27,ounce,salt
0.05,ounce,pepper
17.37,ounce,carrot
2.17,ounce,celery
13.03,ounce,potato
4.34,ounce,white onion
1.09,ounce,french bread

Recipe:
Baked Beef Stew Recipe - Allrecipes.com
15.65,ounce,diced tomato
8.63,ounce,water
1.62,ounce,tapioca
0.36,ounce,white sugar
0.27,ounce,salt
0.09,ounce,pepper
34.53,ounce,ground beef
17.27,ounce,carrot
12.95,ounce,potato
3.24,ounce,celery
4.32,ounce,white onion
1.08,ounce,french bread

Recipe:
Baked Beefy Onion Soup Recipe - Allrecipes.com
18.82,ounce,ground beef
50.2,ounce,water
3.14,ounce,carrot
12.55,ounce,pepper
0.39,ounce,beef bouillon
1.57,ounce,fresh parsley
6.27,ounce,white onion
1.57,ounce,butter
0.78,ounce,french bread
4.71,ounce,cheese

Recipe:
Baked Potato Soup I Recipe - Allrecipes.com
9.3,ounce,bacon
4.13,ounce,butter
4.13,ounce,flour
43.41,ounce,milk
12.4,ounce,potato
12.4,ounce,green onion
7.75,ounce,cheddar cheese
6.2,ounce,sour cream
0.13,ounce,salt
0.13,ounce,pepper

Recipe:
Baked Potato Soup II Recipe - Allrecipes.com
3.85,ounce,butter
3.85,ounce,flour
46.15,ounce,milk
34.62,ounce,potato
11.54,ounce,sour cream

Recipe:
Baked Potato Soup III Recipe - Allrecipes.com
14.83,ounce,potato
4.94,ounce,butter
4.94,ounce,flour
44.5,ounce,milk
7.42,ounce,green onion
0.12,ounce,salt
0.08,ounce,pepper
11.12,ounce,vegetarian burger
4.63,ounce,cheddar cheese
7.42,ounce,sour cream

Recipe:
Baked Potato Soup IV Recipe - Allrecipes.com
15.55,ounce,potato
62.22,ounce,water
0.97,ounce,evaporated milk
15.55,ounce,half-and-half
3.89,ounce,sour cream
1.46,ounce,butter
0.08,ounce,white onion
0.08,ounce,garlic powder
0.1,ounce,salt
0.1,ounce,pepper

Recipe:
Baked Potato Soup V Recipe - Allrecipes.com
27.05,ounce,potato
4.01,ounce,butter
4.01,ounce,flour
36.07,ounce,milk
0.19,ounce,salt
0.13,ounce,pepper
3.01,ounce,bacon
12.02,ounce,green onion
7.51,ounce,cheddar cheese
6.01,ounce,sour cream

Recipe:
Baked Pumpkin, Sweet Potato, and Coconut Milk Soup Recipe - Allrecipes.com
4.69,ounce,acorn squash
18.76,ounce,potato
4.69,ounce,pumpkin
32.83,ounce,coconut milk
34.0,ounce,chicken broth
0.12,ounce,salt
0.12,ounce,pepper
4.69,ounce,lime
0.12,ounce,ginger

Recipe:
Baking Potato Soup Recipe - Allrecipes.com
27.95,ounce,potato
3.49,ounce,butter
0.29,ounce,salt
0.15,ounce,pepper
62.88,ounce,water
5.24,ounce,kitchen bouquet

Recipe:
Barley Broccoli Soup Recipe - Allrecipes.com
29.18,ounce,water
0.2,ounce,beef bouillon
4.86,ounce,barley
19.45,ounce,broccoli
38.91,ounce,milk
6.08,ounce,cheese
0.05,ounce,nutmeg
0.05,ounce,pepper
1.22,ounce,vegetarian burger

Recipe:
Barley Burger Stew Recipe - Allrecipes.com
20.89,ounce,ground beef
10.45,ounce,white onion
5.22,ounce,celery
47.01,ounce,vegetable juice
10.45,ounce,water
5.22,ounce,barley
0.44,ounce,chili powder
0.22,ounce,salt
0.11,ounce,pepper

Recipe:
Barley Turkey Soup Recipe - Allrecipes.com
56.88,ounce,chicken broth
10.67,ounce,celery
7.11,ounce,barley
3.56,ounce,white onion
5.33,ounce,carrot
0.04,ounce,salt
0.07,ounce,thyme
0.22,ounce,bay leaf
0.02,ounce,allspice
0.02,ounce,pepper
0.09,ounce,cayenne pepper
14.22,ounce,turkey
1.78,ounce,fresh parsley

Recipe:
Barley, Lentil and Mushroom Soup Recipe - Allrecipes.com
1.57,ounce,olive oil
3.13,ounce,white onion
1.57,ounce,celery
6.27,ounce,carrot
4.7,ounce,barley
4.7,ounce,lentil
2.09,ounce,porcini mushroom
50.13,ounce,chicken broth
0.03,ounce,thyme
0.13,ounce,fresh parsley
0.03,ounce,pepper
0.2,ounce,bay leaf
25.07,ounce,mushroom
0.39,ounce,sherry

Recipe:
Basic Bean Soup Recipe - Allrecipes.com
10.95,ounce,white bean
43.81,ounce,water
32.85,ounce,carrot
5.48,ounce,white onion
5.48,ounce,ham
1.37,ounce,ketchup
0.07,ounce,salt and pepper

Recipe:
Basic Beef Stock Recipe - Allrecipes.com
36.18,ounce,ground beef
1.51,ounce,white onion
4.52,ounce,carrot
37.69,ounce,water
0.09,ounce,celery
1.51,ounce,roma tomato
1.51,ounce,parsnip
1.51,ounce,potato
12.06,ounce,pepper
1.51,ounce,fresh parsley
0.09,ounce,bay leaf
0.19,ounce,salt
0.13,ounce,thyme
1.51,ounce,garlic

Recipe:
Basic Chicken Stock Recipe - Allrecipes.com
17.68,ounce,chicken
4.42,ounce,white onion
0.28,ounce,celery
4.42,ounce,carrot
0.28,ounce,salt
13.26,ounce,clove
55.25,ounce,water
4.42,ounce,egg

Recipe:
Basic Ham and Bean Soup Recipe - Allrecipes.com
13.7,ounce,white bean
54.82,ounce,water
0.07,ounce,salt
16.27,ounce,ham
6.85,ounce,carrot
0.86,ounce,celery
6.85,ounce,white onion
0.14,ounce,garlic
0.14,ounce,mustard powder
0.21,ounce,bay leaf
0.07,ounce,pepper

Recipe:
Basic Vegetable Stock Recipe - Allrecipes.com
0.43,ounce,olive oil
3.47,ounce,white onion
0.22,ounce,celery
6.95,ounce,carrot
6.95,ounce,green onion
13.89,ounce,garlic
6.95,ounce,fresh parsley
5.21,ounce,thyme
0.22,ounce,bay leaf
0.14,ounce,salt
55.57,ounce,water

Recipe:
Basil Tomato Soup Recipe - Allrecipes.com
67.54,ounce,crushed tomato
17.49,ounce,chicken broth
0.3,ounce,basil
0.2,ounce,white sugar
9.65,ounce,whipping cream
4.82,ounce,butter

Recipe:
Basler Mehlsuppa Recipe - Allrecipes.com
3.63,ounce,flour
14.52,ounce,white onion
7.26,ounce,red wine
58.08,ounce,stock
1.81,ounce,butter
7.26,ounce,french bread
7.26,ounce,gruyere
0.18,ounce,salt and pepper

Recipe:
Bat Wing Soup Recipe - Allrecipes.com
10.21,ounce,garlic
1.28,ounce,vegetable oil
74.04,ounce,stewed tomato
5.11,ounce,whipping cream
7.66,ounce,pie crust
1.28,ounce,butter
0.43,ounce,italian seasoning

Recipe:
Bay Scallop Chowder Recipe - Allrecipes.com
24.95,ounce,chicken broth
4.16,ounce,carrot
2.08,ounce,celery
4.16,ounce,white onion
12.47,ounce,potato
0.09,ounce,thyme
1.04,ounce,fresh parsley
0.09,ounce,salt
0.04,ounce,pepper
16.63,ounce,mushroom
16.63,ounce,scallop
1.04,ounce,butter
4.16,ounce,white wine
4.16,ounce,egg yolk
8.32,ounce,whipping cream

Recipe:
BDukes Lima Beans, Cabbage and Smoked Sausage Recipe - Allrecipes.com
9.07,ounce,lima bean
4.53,ounce,ham
36.26,ounce,water
22.66,ounce,cabbage
2.27,ounce,butter
0.14,ounce,salt
0.07,ounce,pepper
0.07,ounce,garlic powder
15.86,ounce,diced tomato
9.07,ounce,pork sausage

Recipe:
Be Prepared Five-Bean Soup Mix Recipe - Allrecipes.com
4.91,ounce,pinto bean
4.91,ounce,white kidney bean
3.27,ounce,red kidney bean
3.27,ounce,lima bean
3.27,ounce,garbanzo bean
1.64,ounce,white onion
0.2,ounce,paprika
0.14,ounce,salt
0.07,ounce,mustard powder
0.03,ounce,garlic
0.2,ounce,chicken bouillon
0.2,ounce,beef bouillon
0.2,ounce,fresh parsley
0.82,ounce,bacon
52.33,ounce,water
0.82,ounce,vegetable oil
23.71,ounce,roma tomato

Recipe:
Beach Body Fruit Soup Recipe - Allrecipes.com
7.21,ounce,pea
43.24,ounce,strawberry
7.21,ounce,apple
3.6,ounce,canteloupe
3.6,ounce,melon
3.6,ounce,coconut
0.3,ounce,nutmeg
0.6,ounce,honey
1.8,ounce,lime juice
28.83,ounce,blueberry

Recipe:
Beaker's Vegetable Barley Soup Recipe - Allrecipes.com
52.03,ounce,vegetable broth
6.5,ounce,barley
6.5,ounce,carrot
3.25,ounce,celery
11.79,ounce,diced tomato
3.25,ounce,zucchini
12.2,ounce,garbanzo bean
3.25,ounce,white onion
0.2,ounce,bay leaf
0.14,ounce,garlic powder
0.14,ounce,white sugar
0.14,ounce,salt
0.07,ounce,pepper
0.14,ounce,fresh parsley
0.14,ounce,curry powder
0.14,ounce,paprika
0.14,ounce,worcestershire

Recipe:
Bean & Pasta Soup Recipe - Allrecipes.com
0.76,ounce,vegetable oil
12.12,ounce,ground beef
6.06,ounce,white onion
3.03,ounce,garlic
-1.52,ounce,chicken broth
12.12,ounce,water
42.42,ounce,diced tomato
21.97,ounce,red kidney bean
3.03,ounce,fettuccine

Recipe:
Bean and Bacon Soup Recipe - Allrecipes.com
35.71,ounce,refried bean
19.05,ounce,tomato puree
38.1,ounce,chicken broth
4.76,ounce,white onion
2.38,ounce,bacon

Recipe:
Bean and Meat Soup Recipe - Allrecipes.com
1.51,ounce,vegetable oil
12.1,ounce,bacon
12.1,ounce,turkey
6.05,ounce,white onion
21.55,ounce,tomato puree
0.76,ounce,brown sugar
0.25,ounce,dry mustard
0.15,ounce,salt
0.15,ounce,pepper
22.69,ounce,red kidney bean
22.69,ounce,cannellini bean

Recipe:
Bean and Pasta Soup Recipe - Allrecipes.com
9.45,ounce,pork sausage
0.2,ounce,onion powder
4.73,ounce,garlic
4.73,ounce,white onion
12.7,ounce,minestrone
23.63,ounce,water
17.13,ounce,white bean
17.73,ounce,red kidney bean
0.1,ounce,thyme
0.1,ounce,basil
0.05,ounce,pepper
9.45,ounce,spinach

Recipe:
Bean and Sausage Soup Recipe - Allrecipes.com
8.76,ounce,refried bean
17.52,ounce,pork sausage
21.17,ounce,diced tomato
20.44,ounce,chicken broth
5.84,ounce,white wine
2.92,ounce,red bell pepper
2.92,ounce,white onion
2.92,ounce,celery
5.84,ounce,carrot
11.68,ounce,pea

Recipe:
Bean and Tomato Stew with Sage Recipe - Allrecipes.com
3.43,ounce,olive oil
18.3,ounce,garlic
4.57,ounce,white wine
33.16,ounce,diced tomato
2.29,ounce,water
0.1,ounce,pepper
0.57,ounce,sage
0.19,ounce,thyme
0.57,ounce,bay leaf
36.59,ounce,cannellini bean
0.23,ounce,salt and pepper

Recipe:
Bean Soup Recipe - Allrecipes.com
15.77,ounce,white kidney bean
55.21,ounce,water
18.73,ounce,ham
1.97,ounce,white onion
0.08,ounce,salt
0.1,ounce,pepper
0.25,ounce,bay leaf
3.94,ounce,carrot
3.94,ounce,celery

Recipe:
Bean Soup With Kale Recipe - Allrecipes.com
0.4,ounce,vegetable oil
1.6,ounce,garlic
3.2,ounce,yellow onion
25.61,ounce,white wine
25.61,ounce,vegetable broth
24.01,ounce,white bean
12.81,ounce,roma tomato
0.27,ounce,italian seasoning
0.08,ounce,salt and pepper
6.4,ounce,fresh parsley

Recipe:
Bean with Bacon Recipe - Allrecipes.com
9.69,ounce,white kidney bean
63.02,ounce,water
9.69,ounce,bacon
4.85,ounce,white onion
2.42,ounce,celery
0.4,ounce,chicken bouillon
0.15,ounce,bay leaf
0.03,ounce,salt
0.03,ounce,pepper
0.01,ounce,clove
9.69,ounce,diced tomato

Recipe:
Bean, Bacon and Pepper Soup Recipe - Allrecipes.com
4.61,ounce,bacon
11.06,ounce,white onion
7.37,ounce,carrot
3.69,ounce,red bell pepper
3.69,ounce,celery
7.37,ounce,garlic
0.15,ounce,white sugar
0.08,ounce,pepper
0.04,ounce,cayenne pepper
0.15,ounce,garlic powder
0.15,ounce,onion powder
0.23,ounce,bay leaf
0.15,ounce,thyme
0.46,ounce,worcestershire
29.48,ounce,chicken broth
27.64,ounce,cannellini bean
3.69,ounce,fresh parsley

Recipe:
Bean, Pasta and Roasted Pepper Soup Recipe - Allrecipes.com
0.81,ounce,olive oil
12.9,ounce,carrot
6.45,ounce,celery
6.45,ounce,white onion
0.81,ounce,fresh parsley
9.68,ounce,garlic
1.61,ounce,chicken broth
24.19,ounce,black bean
23.39,ounce,diced tomato
6.45,ounce,ditalini pasta
6.45,ounce,red pepper
0.81,ounce,red wine vinegar

Recipe:
Beans and Greens Recipe - Allrecipes.com
39.81,ounce,vegetable broth
6.86,ounce,spinach
20.59,ounce,red kidney bean
10.3,ounce,black bean
10.3,ounce,white bean
10.3,ounce,pinto bean
1.37,ounce,vegetable oil
0.34,ounce,garlic powder
0.07,ounce,salt
0.07,ounce,pepper

Recipe:
Beans, Greens and Garlic Soup Recipe - Allrecipes.com
1.06,ounce,olive oil
8.46,ounce,garlic
4.23,ounce,white onion
50.74,ounce,chicken broth
16.38,ounce,cannellini bean
8.46,ounce,fettuccine
10.57,ounce,spinach
0.11,ounce,pepper

Recipe:
Bear's Bodacious Bean Bonanza Recipe - Allrecipes.com
14.04,ounce,refried bean
1.47,ounce,ground beef
7.25,ounce,bacon
0.23,ounce,butter
9.06,ounce,lima bean
13.59,ounce,garbanzo bean
13.59,ounce,red kidney bean
6.8,ounce,green bean
6.8,ounce,cream-style corn
7.25,ounce,ham
1.81,ounce,white onion
1.81,ounce,red onion
1.81,ounce,red bell pepper
5.44,ounce,carrot
5.44,ounce,celery
1.81,ounce,honey
0.91,ounce,molasses
0.91,ounce,brown sugar

Recipe:
Beaufort Stew Recipe - Allrecipes.com
13.0,ounce,pork sausage
32.49,ounce,fresh corn
32.49,ounce,potato
2.44,ounce,italian seasoning
19.5,ounce,shrimp
0.08,ounce,salt

Recipe:
Becca's Taco Soup Recipe - Allrecipes.com
17.3,ounce,ground beef
4.32,ounce,white onion
34.59,ounce,vegetable juice
16.22,ounce,fresh corn
16.22,ounce,red kidney bean
8.65,ounce,tomato puree
2.7,ounce,taco seasoning

Recipe:
Beef and Barley Soup I Recipe - Allrecipes.com
11.25,ounce,ground beef
1.41,ounce,salt
14.07,ounce,celery
5.63,ounce,white onion
0.12,ounce,pepper
11.25,ounce,ice
11.25,ounce,carrot
2.81,ounce,fresh parsley
30.95,ounce,garlic
11.25,ounce,barley

Recipe:
Beef and Barley Soup II Recipe - Allrecipes.com
76.1,ounce,stock
9.51,ounce,ground beef
